Title,Company,Min. Years of Exp. Required,Fresh Grad,Location,Classification,Salary,Posting Date,Job ID,URL
Business Analyst / Project Manager ( 20K-  55K ),Osmium Consulting Group Limited,2,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-05 18:00,76376675,https://hk.jobsdb.com/job/76376675
Business Analyst,Casetagram Limited,5,FALSE,"Ngau Tau Kok, Kwun Tong District",Retail & Consumer Products,,2024-06-05 18:00,76372751,https://hk.jobsdb.com/job/76372751
Business Analyst - Finance Team,Michael Page International (HK) Ltd,3,FALSE,Central and Western District,Accounting,,2024-06-17 18:00,76621784,https://hk.jobsdb.com/job/76621784
SAP FI CO Consultant,Nexus Global Pty Limited,1,TRUE,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-26 18:00,76849227,https://hk.jobsdb.com/job/76849227
Assistant Merchandise Planning Analyst,G2000 (Apparel) Ltd,1,TRUE,"Kwai Fong, Kwai Tsing District",Retail & Consumer Products,,2024-06-25 18:00,76814225,https://hk.jobsdb.com/job/76814225
"IT Business Analyst (Large Corporate, 35K, PERM)",Recruit Logic Limited,3,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-17 18:00,76612428,https://hk.jobsdb.com/job/76612428
PMO Director - IT Transformation & ERP Focus,**Private,8,FALSE,"Cheung Sha Wan, Sham Shui Po District",Information & Communication Technology,,2024-06-28 18:00,76894008,https://hk.jobsdb.com/job/76894008
Senior IT Analyst (Application Development),Hong Kong Air Cargo Terminals Ltd,2,TRUE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-28 18:00,74478586,https://hk.jobsdb.com/job/74478586
Business Analyst - Trading system / Govt projects,Morgan Half International (Hong Kong) Limited,1,FALSE,Hong Kong,Information & Communication Technology,,2024-06-09 18:00,76468652,https://hk.jobsdb.com/job/76468652
"VP, Team Lead, Customer Proposition Analytics, Data Chapter",DBS Bank (Hong Kong) Limited,1,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-28 18:00,76903980,https://hk.jobsdb.com/job/76903980
Digital Workplace Product Manager,Cathay Pacific Airways Ltd,1,FALSE,"Tung Chung, Islands District",Information & Communication Technology,,2024-06-29 18:00,76913174,https://hk.jobsdb.com/job/76913174
Assistant Product Manager,Hong Kong Broadband Network Limited (HKBN),3,FALSE,"Kwai Chung, Kwai Tsing District",Information & Communication Technology,,2024-06-28 18:00,76906390,https://hk.jobsdb.com/job/76906390
System Analyst (Ref: JDB/DS/SA),Computer And Technologies Solutions Limited,3,FALSE,"Pok Fu Lam, Southern District",Information & Communication Technology,,2024-06-25 18:00,76507837,https://hk.jobsdb.com/job/76507837
Business Analyst (Up to 30K!!!!),JFE Consulting Limited,2,FALSE,Yau Tsim Mong District,Accounting,"$25,000 - $30,000 per month",2024-06-04 18:00,76353532,https://hk.jobsdb.com/job/76353532
Assistant Online Business Manager (Digital product/Web/App),AS Watson Retail (HK) Limited,6,TRUE,"Whampoa Garden, Kowloon City District",Information & Communication Technology,,2024-06-25 18:00,76807054,https://hk.jobsdb.com/job/76807054
Business Analyst,Tai Hing Worldwide Development Ltd,2,FALSE,"Fo Tan, Sha Tin District",Information & Communication Technology,,2024-06-04 18:00,75696481,https://hk.jobsdb.com/job/75696481
Project Manager,Yew Chung College of Early Childhood Education Limited,5,FALSE,"Aberdeen, Southern District",Education & Training,,2024-06-26 18:00,76841779,https://hk.jobsdb.com/job/76841779
"Business Analyst, Application System Team (5 days)",Delken Group Limited,5,TRUE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-04 18:00,76339435,https://hk.jobsdb.com/job/76339435
Business Solution Executive (Fresh graduate will be considered),DKSH Hong Kong Limited,,TRUE,Southern District,Information & Communication Technology,,2024-06-25 18:00,76815420,https://hk.jobsdb.com/job/76815420
Finance Compliance Analyst - International Firm,Michael Page International (HK) Ltd,3,FALSE,Islands District,Accounting,,2024-06-25 18:00,76819026,https://hk.jobsdb.com/job/76819026
Business Analyst,Stylevana,1,TRUE,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-06-17 18:00,76605199,https://hk.jobsdb.com/job/76605199
System Analyst,Esri China (Hong Kong) Ltd,5,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-25 18:00,76811400,https://hk.jobsdb.com/job/76811400
"Business Analyst, Well-Known, Large Scale F&B Group",Hays Hong Kong Limited,2,FALSE,Islands District,Information & Communication Technology,35000,2024-06-04 18:00,76357372,https://hk.jobsdb.com/job/76357372
Financial Analyst (Property),Wheelock Properties (Hong Kong) Limited 會德豐地產 (香港) 有限公司,6,FALSE,Southern District,Banking & Financial Services,,2024-06-25 18:00,76813841,https://hk.jobsdb.com/job/76813841
"Business Analyst, Service Transformation",Otis Elevator Co (HK) Limited,,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-06 18:00,76415571,https://hk.jobsdb.com/job/76415571
Actuarial Analyst - Valuation,YF Life Insurance International Limited,,FALSE,Wan Chai District,Insurance & Superannuation,,2024-06-29 18:00,76913325,https://hk.jobsdb.com/job/76913325
Senior Actuarial Analyst - Local Insurer,Hays Hong Kong Limited,1,FALSE,"Kwun Tong, Kwun Tong District",Insurance & Superannuation,$25000.0 - $45000.0 p.m.,2024-06-28 18:00,76900746,https://hk.jobsdb.com/job/76900746
Transformation and Technology Specialist,The Hong Kong Institute Of Bankers,3,FALSE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-24 18:00,76155925,https://hk.jobsdb.com/job/76155925
Accenture Song - Digital Business Analyst,Accenture Company Limited,2,FALSE,"Tai Koo, Eastern District",Information & Communication Technology,"$30,000 - $45,000 per month",2024-06-03 18:00,76318446,https://hk.jobsdb.com/job/76318446
"Project Manager (Java, Gov't exp, over $75K)",CL Technical Services Ltd.,3,FALSE,"Central, Central and Western District",Information & Communication Technology,"$75,000 - $80,000 per month",2024-06-26 18:00,76841717,https://hk.jobsdb.com/job/76841717
Project Manager - Subscription and Payment Integration,Viu,5,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-25 18:00,76801938,https://hk.jobsdb.com/job/76801938
"Regional IT (Senior) Business Analyst, APAC",L'Occitane (Far East) Limited,5,FALSE,Eastern District,Information & Communication Technology,,2024-06-17 18:00,76621087,https://hk.jobsdb.com/job/76621087
Senior Digital Strategy and Transformation Manager (Retail Business System and,Bank of China (Hong Kong) Limited,1,FALSE,Hong Kong,Information & Communication Technology,,2024-06-27 18:00,76850999,https://hk.jobsdb.com/job/76850999
Assistant Business Analyst,Postlogistics (Hong Kong) PTE Limited,,TRUE,"Ngau Tau Kok, Kwun Tong District","Manufacturing, Transport & Logistics",,2024-06-03 18:00,76329352,https://hk.jobsdb.com/job/76329352
"Business Analyst, Corporate Solutions",Hong Kong Aircraft Engineering Co Ltd,6,FALSE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-03 18:00,75636165,https://hk.jobsdb.com/job/75636165
Assistant Manager - Core Administration System (IT),Generali Life (Hong Kong) Limited,8,FALSE,"Tai Koo, Eastern District",Information & Communication Technology,,2024-06-28 18:00,76899344,https://hk.jobsdb.com/job/76899344
Technical Project Manager - Assistant Vice President - Program Delivery(R001909),Hong Kong Exchanges & Clearing Ltd,8,FALSE,Hong Kong,Information & Communication Technology,,2024-06-26 18:00,76838894,https://hk.jobsdb.com/job/76838894
Youth Worker (Business Analyst),Company Confidential,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-18 18:00,76639874,https://hk.jobsdb.com/job/76639874
"Service Delivery Manager / Project Manager (SDLC, software, perm, up to 50k)",Linkers International Limited,6,TRUE,"Mong Kok, Yau Tsim Mong District",Information & Communication Technology,"$40,000 - $55,000 per month",2024-06-26 18:00,76836155,https://hk.jobsdb.com/job/76836155
"Operations Business Solutions, Senior Analyst",AIA Hong Kong,3,FALSE,"Kai Tak, Kowloon City District",Information & Communication Technology,,2024-06-18 18:00,76634775,https://hk.jobsdb.com/job/76634775
Product Manager / Assistant Product Manager (Data Center and Cloud Services),HGC Global Communications Limited,5,FALSE,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-06-27 18:00,76860474,https://hk.jobsdb.com/job/76860474
Business Analyst - Tier 1 Global Insurer (Multiple Roles),JNL Consulting Limited,,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-02 18:00,76304581,https://hk.jobsdb.com/job/76304581
"Manager, Project Delivery",Standard Chartered Bank,,TRUE,Kwun Tong District,Banking & Financial Services,,2024-06-24 18:00,76767970,https://hk.jobsdb.com/job/76767970
Assistant Product Management Manager (Deposit Product),Chiyu Banking Corp Ltd,3,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-29 18:00,76913321,https://hk.jobsdb.com/job/76913321
(Up to 55K-75K!) System Analyst/ Analyst Programmer / Business Analyst,Seamatch Asia Limited,2,TRUE,"Central, Central and Western District",Information & Communication Technology,"$55,000 - $75,000 per month",2024-06-17 18:00,76602502,https://hk.jobsdb.com/job/76602502
System Analyst - (IBM Maximo),DXC Technology Enterprise Services (Hong Kong) Limited,,FALSE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-25 18:00,76816233,https://hk.jobsdb.com/job/76816233
Oracle System Analyst,PERSOLKELLY Hong Kong Limited,3,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-26 18:00,76819910,https://hk.jobsdb.com/job/76819910
"Property Valuation, Assistant Manager/ Senior Valuer",Masterpiece Valuation Advisory Limited,2,FALSE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-29 18:00,76929761,https://hk.jobsdb.com/job/76929761
"IT PM (Digital)/Technology Manager (1 year Contract role, bank)",PERSOLKELLY Hong Kong Limited,6,FALSE,"Central, Central and Western District",Information & Communication Technology,"$50,000 - $60,000 per month",2024-06-24 18:00,76774128,https://hk.jobsdb.com/job/76774128
Financial Risk Analyst - MT program,Links international,,FALSE,Central and Western District,Banking & Financial Services,$15k - $20k p.m.,2024-06-28 18:00,76909837,https://hk.jobsdb.com/job/76909837
BUSINESS ANALYST,Fung Ying Seen Koon,3,FALSE,"Fanling, North District",Information & Communication Technology,,2024-06-01 18:00,76301927,https://hk.jobsdb.com/job/76301927
Revenue Management Analyst (Ref:. C801),Jebsen Beverage Company Limited,3,FALSE,"Causeway Bay, Wan Chai District",Banking & Financial Services,,2024-06-21 18:00,76734464,https://hk.jobsdb.com/job/76734464
"Senior Manager, Human Resources",Plaza Premium Lounge Management Limited,5,FALSE,"Airport Area, Islands District",Human Resources & Recruitment,,2024-06-27 18:00,76861503,https://hk.jobsdb.com/job/76861503
"(Senior) Project Officer, Life Operations",Hong Kong Life Insurance Limited,2,FALSE,"Sheung Wan, Central and Western District",Insurance & Superannuation,,2024-06-28 18:00,76895556,https://hk.jobsdb.com/job/76895556
"Credit Analyst, Fintech, 40k",Michael Page International (HK) Ltd,3,FALSE,Central and Western District,Banking & Financial Services,$30k - $40k p.m.,2024-06-26 18:00,76832967,https://hk.jobsdb.com/job/76832967
"Senior Analyst - Manager, Valuations (ESG)",Jones Lang LaSalle Ltd,2,FALSE,"Tai Koo, Eastern District",Information & Communication Technology,,2024-06-25 18:00,76811403,https://hk.jobsdb.com/job/76811403
Major Bank: IT BA / Senior BA (Derivatives / Interest Rate),IT Solutions Ltd.,2,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-22 18:00,76761114,https://hk.jobsdb.com/job/76761114
Project Manager (12 months contract),Standard Chartered Bank,,TRUE,Kwun Tong District,Banking & Financial Services,,2024-06-24 18:00,76769090,https://hk.jobsdb.com/job/76769090
Senior Engineer - Digital Solutions (2-Year Contract),CLP Power Hong Kong Limited 中華電力有限公司,5,FALSE,Yau Tsim Mong District,Engineering,,2024-06-28 18:00,76893959,https://hk.jobsdb.com/job/76893959
"Project Manager (Bank, Fintech)",Captiare Limited,6,TRUE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,"5 days work, MPF, Medical",2024-06-25 18:00,76818692,https://hk.jobsdb.com/job/76818692
Senior Digital Product Specialist (21 Months' Contract) (本項職位空缺只備英文版本),CLP Power Hong Kong Limited 中華電力有限公司,5,TRUE,"Sham Shui Po, Sham Shui Po District",Marketing & Communications,,2024-06-28 18:00,76905183,https://hk.jobsdb.com/job/76905183
Technical Business Analyst,AS Watson Retail (HK) Limited,2,TRUE,"Fo Tan, Sha Tin District",Information & Communication Technology,,2024-05-31 18:00,73559875,https://hk.jobsdb.com/job/73559875
"System Analyst / Lead Consultant, Application",NCSI (HK) Limited,6,FALSE,"Tai Koo, Eastern District",Information & Communication Technology,,2024-06-26 18:00,76847292,https://hk.jobsdb.com/job/76847292
(Senior) Digital Business Analyst,AXA Hong Kong,2,FALSE,Central and Western District,Information & Communication Technology,discretionary bonus,2024-06-15 18:00,76593485,https://hk.jobsdb.com/job/76593485
"Manager, Business Solution",Delken Group Limited,8,FALSE,Sha Tin District,Information & Communication Technology,,2024-06-25 18:00,76809040,https://hk.jobsdb.com/job/76809040
Business Analyst (International Wealth Management - System Service Team),KGI Hong Kong Limited,5,FALSE,Wan Chai District,Information & Communication Technology,,2024-05-31 18:00,76286424,https://hk.jobsdb.com/job/76286424
Senior Credit Analyst (Ref: JD-SCA),Public Bank (Hong Kong) Ltd,5,TRUE,Hong Kong,Banking & Financial Services,,2024-06-28 18:00,74480589,https://hk.jobsdb.com/job/74480589
Business Analyst,Hong Kong Applied Science and Technology Research Institute Company Limited,4,FALSE,Hong Kong,Information & Communication Technology,,2024-05-31 18:00,75766846,https://hk.jobsdb.com/job/75766846
Assistant Manager - RPA/ Automations,Rise Associates Asia Limited,5,FALSE,Hong Kong Island,Information & Communication Technology,"$45,000 - $58,000 per month",2024-06-26 18:00,76835672,https://hk.jobsdb.com/job/76835672
Assistant Manager Cargo Digital,Cathay Pacific Airways Ltd,5,FALSE,"Lantau Island, Islands District","Manufacturing, Transport & Logistics",,2024-06-25 18:00,76804708,https://hk.jobsdb.com/job/76804708
Assistant Project Manager / Senior Project Officer (Oh!爸媽 Ohpama.com),Sing Tao Management Services Limited,2,FALSE,"Tseung Kwan O, Sai Kung District",Marketing & Communications,,2024-06-27 18:00,76870387,https://hk.jobsdb.com/job/76870387
Contract Systems Analyst (49444),CLTS HK,2,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-25 18:00,76811611,https://hk.jobsdb.com/job/76811611
Business Analyst (HK$30K - $50K) (Ref. No.: 26808),Global Executive Consultants Ltd.,3,FALSE,Central and Western District,Information & Communication Technology,"$35,000 - $50,000 per month",2024-05-31 18:00,76287163,https://hk.jobsdb.com/job/76287163
Assistant Project Implementation Manager (Supply Chain Industry),Arvato Hong Kong Limited,5,TRUE,Tuen Mun District,"Manufacturing, Transport & Logistics",,2024-06-27 18:00,76857890,https://hk.jobsdb.com/job/76857890
SPORTS SCIENCE TECHNICIAN (database/software systems management) (SIC),Hong Kong Sports Institute Ltd,,FALSE,Sha Tin District,Human Resources & Recruitment,,2024-06-28 18:00,76894823,https://hk.jobsdb.com/job/76894823
Data and Reporting Analyst (D365 CRM),C & R Holdings Limited,1,FALSE,Kwun Tong District,Information & Communication Technology,,2024-06-21 18:00,76749920,https://hk.jobsdb.com/job/76749920
Project Manager (Ref. No.: HKRITA-PM),HK Research Institute of Textiles & Apparel Ltd,5,FALSE,Sha Tin District,Engineering,,2024-06-28 18:00,76896946,https://hk.jobsdb.com/job/76896946
"Senior Sales Executive, Wholesales, Asia Pacific (1-year contract)",PVH Asia Limited,5,TRUE,"Hung Hom, Kowloon City District",Sales,,2024-06-28 18:00,76912111,https://hk.jobsdb.com/job/76912111
Project Manager/ Assistant Project Manager (ERP / SAP FICO),Emperor Watch & Jewellery (HK) Company Limited,1,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-25 18:00,76805390,https://hk.jobsdb.com/job/76805390
"Analyst, OTC - Derivatives Structured Product, Business Operation",BOC International Holdings Ltd,1,FALSE,"Sheung Wan, Central and Western District",Banking & Financial Services,,2024-06-19 18:00,76668864,https://hk.jobsdb.com/job/76668864
"Actuarial Analyst, Asia-Pacific Actuarial Group (Hong Kong)","Allied World Assurance Company, Ltd",2,FALSE,Eastern District,Insurance & Superannuation,,2024-06-28 18:00,76901456,https://hk.jobsdb.com/job/76901456
Credit Analyst - Corporate Banking / Commercial Banking,Asia Progress Executive Limited,5,TRUE,Wan Chai District,Banking & Financial Services,,2024-06-28 18:00,76910777,https://hk.jobsdb.com/job/76910777
FP&A - Luxury Retail Business Finance (Immediately Available Preferred),BDO Financial Services Limited,2,FALSE,"Quarry Bay, Eastern District",Accounting,,2024-06-27 18:00,76859975,https://hk.jobsdb.com/job/76859975
Assistant Financial Analyst,Asia Airfreight Terminal Co Ltd,,TRUE,"Airport Area, Islands District",Accounting,,2024-06-24 18:00,76787593,https://hk.jobsdb.com/job/76787593
"VP, Team Lead, Customer Proposition Analytics, Data Chapter",DBS Bank (Hong Kong) Limited,,FALSE,Hong Kong,Banking & Financial Services,,2024-06-28 18:00,76910430,https://hk.jobsdb.com/job/76910430
"Analyst , Futures & Options/Exchange Traded Derivatives, Business Operations",BOC International Holdings Ltd,2,FALSE,"Sheung Wan, Central and Western District",Banking & Financial Services,,2024-06-19 18:00,76671270,https://hk.jobsdb.com/job/76671270
System Analyst (Private Banking Team),Company Confidential,6,FALSE,Hong Kong,Information & Communication Technology,,2024-06-25 18:00,76795653,https://hk.jobsdb.com/job/76795653
System Analyst,Hong Kong Life Insurance Limited,7,FALSE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-25 18:00,76816482,https://hk.jobsdb.com/job/76816482
BI Specialist / Senior Data Analyst (Five day work weeks),Excel Technology International (Hong Kong) Limited,3,FALSE,Hong Kong,Information & Communication Technology,,2024-06-24 18:00,76768377,https://hk.jobsdb.com/job/76768377
Oracle System Analyst (VCO260/J22),VTECH Corporate Services Ltd,5,FALSE,Tai Po District,Information & Communication Technology,,2024-06-25 18:00,76802649,https://hk.jobsdb.com/job/76802649
Analyst - Market Research at S.F. Express (Hong Kong) Limited,Jobsdb - SmartHire,5,TRUE,"Tsing Yi, Kwai Tsing District",Marketing & Communications,,2024-06-25 18:00,76538977,https://hk.jobsdb.com/job/76538977
System Architect / POS Project Manager for Restaurant Systems,Taste of Asia Group Limited,,FALSE,"Wong Tai Sin, Wong Tai Sin District",Information & Communication Technology,,2024-06-27 18:00,76874879,https://hk.jobsdb.com/job/76874879
Major Bank - Junior IT Business Analysts - (Welcome Fresh Grad),IT Solutions Ltd.,,TRUE,Hong Kong,Information & Communication Technology,,2024-06-22 18:00,76760946,https://hk.jobsdb.com/job/76760946
Digital Solution Specialist - Chatbot,WallStone Partners & Company Limited,3,TRUE,Hong Kong Island,Information & Communication Technology,,2024-06-26 18:00,76837219,https://hk.jobsdb.com/job/76837219
Data Governance & Risk Management Analyst (Permanent / 2-Yr Contract),CLP Power Hong Kong Limited 中華電力有限公司,2,TRUE,"Sham Shui Po, Sham Shui Po District",Accounting,,2024-06-20 18:00,76690601,https://hk.jobsdb.com/job/76690601
Project Manager,SinoPac Securities (Asia) Limited,3,FALSE,"Causeway Bay, Wan Chai District",Information & Communication Technology,,2024-06-24 18:00,76772788,https://hk.jobsdb.com/job/76772788
Quality Assurance(QA) Tester,Chief Group Limited,,FALSE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-25 18:00,76158040,https://hk.jobsdb.com/job/76158040
"Analyst - Payment Investigation, Technology & Operations",DBS Bank (Hong Kong) Limited,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-24 18:00,76794912,https://hk.jobsdb.com/job/76794912
Business Analyst,Ricacorp Properties Limited,1,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-04 18:00,76345244,https://hk.jobsdb.com/job/76345244
"Senior Consultant (MNC management consulting firm,PB focus)",Links international,3,FALSE,Islands District,Information & Communication Technology,$50k - $60k p.m.,2024-06-24 18:00,76783311,https://hk.jobsdb.com/job/76783311
IT Business Analyst - Agency Contractor,Chiyu Banking Corp Ltd,3,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-15 18:00,76593498,https://hk.jobsdb.com/job/76593498
"First Vice President, Business Planning Team",Fubon Bank (Hong Kong) Limited,1,FALSE,"North Point, Eastern District",Information & Communication Technology,,2024-06-27 18:00,76867726,https://hk.jobsdb.com/job/76867726
Senior Digital Delivery Analyst - Insurance ,Ambition,5,TRUE,Central and Western District,Information & Communication Technology,,2024-06-21 18:00,76742044,https://hk.jobsdb.com/job/76742044
Assistant Manager - Policy Admin Project Management,China Life Insurance (Overseas) Company Limited,5,FALSE,"Wan Chai, Wan Chai District",Insurance & Superannuation,,2024-06-25 18:00,76806707,https://hk.jobsdb.com/job/76806707
Trade & Supply Chain Application L2 support,Optimum Solutions (Hong Kong) Limited,5,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-26 18:00,76844310,https://hk.jobsdb.com/job/76844310
(Senior) Digital Strategy and Transformation Manager,Bank of China (Hong Kong) Limited,3,FALSE,Hong Kong,Banking & Financial Services,,2024-06-28 18:00,76904173,https://hk.jobsdb.com/job/76904173
Associate - Project Management (IT),FundPark Limited,1,FALSE,Kwun Tong District,Information & Communication Technology,,2024-06-25 18:00,76812097,https://hk.jobsdb.com/job/76812097
"Officer, OTC Bilateral, ETD/DC and Prime Brokerage Margining Settlement Analyst",Citibank (Hong Kong) Limited,2,FALSE,"Kowloon City, Kowloon City District",Call Centre & Customer Service,,2024-06-28 18:00,76890737,https://hk.jobsdb.com/job/76890737
Java System Analyst - Government Project,Morgan Half International (Hong Kong) Limited,5,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,"$38,000 - $45,000 per month",2024-06-28 18:00,76887168,https://hk.jobsdb.com/job/76887168
Business Analyst - Trading system,Morgan Half International (Hong Kong) Limited,1,FALSE,Hong Kong,Information & Communication Technology,,2024-06-02 18:00,76304538,https://hk.jobsdb.com/job/76304538
QA Officer,Joint Electronic Teller Services Limited (“JETCO”),2,FALSE,"Ngau Tau Kok, Kwun Tong District",Science & Technology,,2024-06-26 18:00,76451225,https://hk.jobsdb.com/job/76451225
Assistant Project Manager/Project Manager/Senior Project Manager,Turner & Townsend Limited,1,FALSE,Hong Kong,Construction,,2024-06-28 18:00,76908511,https://hk.jobsdb.com/job/76908511
Digital Product Specialist,Plotio Financial Group Limited,2,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Marketing & Communications,,2024-06-27 18:00,76445515,https://hk.jobsdb.com/job/76445515
Project Manager - Educational Services Department (Ref: PM/ESD/06-24),The Salvation Army,3,FALSE,"Yau Ma Tei, Yau Tsim Mong District",Education & Training,,2024-06-25 18:00,76806517,https://hk.jobsdb.com/job/76806517
Senior System Engineer/Assistant IT Manager,Forida Limited,5,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-28 18:00,76325626,https://hk.jobsdb.com/job/76325626
Project Coordinator / Assistant Project Manager,Infocast Limited,1,FALSE,"Hung Hom, Kowloon City District",Banking & Financial Services,,2024-06-24 18:00,76773067,https://hk.jobsdb.com/job/76773067
Regional Consumer Insight analysis Manager ( FMCG ),ConnectedGroup Limited,8,FALSE,Central and Western District,Marketing & Communications,,2024-06-27 18:00,76868033,https://hk.jobsdb.com/job/76868033
PL/SQL & Shell Script: ETL Data Warehouse SA / AP -  Major Bank,IT Solutions Ltd.,3,TRUE,Hong Kong,Information & Communication Technology,,2024-06-29 18:00,76928743,https://hk.jobsdb.com/job/76928743
Digital Transformation Manager (Banking),Peoplebank Hong Kong Limited,5,FALSE,"Sheung Wan, Central and Western District",Information & Communication Technology,60000,2024-06-25 18:00,76817371,https://hk.jobsdb.com/job/76817371
Project Manager,The Hong Kong Ballet Ltd,6,FALSE,"Causeway Bay, Wan Chai District",Construction,,2024-06-27 18:00,76859718,https://hk.jobsdb.com/job/76859718
Supply Chain Analyst,Premier Brands Group International Limited,3,FALSE,"Kwai Fong, Kwai Tsing District","Manufacturing, Transport & Logistics",,2024-06-24 18:00,76788191,https://hk.jobsdb.com/job/76788191
"Team Lead, IT Solutions",Hong Kong Air Cargo Terminals Ltd,8,TRUE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-28 18:00,75734161,https://hk.jobsdb.com/job/75734161
Manager/ Senior Consultant/ Consultant - Organization Transformation - Hong Kong,Deloitte Touche Tohmatsu,,FALSE,Central and Western District,Consulting & Strategy,,2024-06-28 18:00,76903350,https://hk.jobsdb.com/job/76903350
Systems Operator Trainee,Bangkok Bank Public Co Ltd,,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-27 18:00,75705263,https://hk.jobsdb.com/job/75705263
"Assistant Vice President, Business Planning (Wholesale Banking Group)",OCBC Bank (Hong Kong) Limited,,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-25 18:00,76794635,https://hk.jobsdb.com/job/76794635
"Specialist, Digital Products",Hong Kong Express Airways Limited,3,FALSE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-21 18:00,76745921,https://hk.jobsdb.com/job/76745921
Senior Project Manager - Treasury,Fishsteria Limited,8,FALSE,Hong Kong,Information & Communication Technology,,2024-06-25 18:00,76821696,https://hk.jobsdb.com/job/76821696
Manager,PCCW Global Limited,,TRUE,Hong Kong,Information & Communication Technology,,2024-06-18 18:00,76646981,https://hk.jobsdb.com/job/76646981
Business Analyst - Banking Projects (Five day work weeks),Excel Technology International (Hong Kong) Limited,,FALSE,Hong Kong,Banking & Financial Services,,2024-06-15 18:00,76595974,https://hk.jobsdb.com/job/76595974
"(Senior) Analyst, Investment Operations (fresh-graduates will be considered)",The Hong Kong Jockey Club,3,TRUE,"Causeway Bay, Wan Chai District",Banking & Financial Services,,2024-06-28 18:00,76912637,https://hk.jobsdb.com/job/76912637
"Project Manager (PMP, Gov't exp)",CL Technical Services Ltd.,8,FALSE,"Central, Central and Western District",Information & Communication Technology,"$70,000 - $80,000 per month",2024-06-24 18:00,76787677,https://hk.jobsdb.com/job/76787677
Senior Business Analyst (Sales HR),AXA Hong Kong,4,FALSE,Central and Western District,Information & Communication Technology,discretionary bonus,2024-06-15 18:00,76593458,https://hk.jobsdb.com/job/76593458
ESG Research Analyst,Connexe Search Limited,2,FALSE,"Central, Central and Western District",Banking & Financial Services,"$35,000 - $50,000 per month",2024-06-28 18:00,76441334,https://hk.jobsdb.com/job/76441334
"Analyst, OTC - Fixed Income, Business Operations",BOC International Holdings Ltd,1,FALSE,"Sheung Wan, Central and Western District",Banking & Financial Services,,2024-06-18 18:00,76655556,https://hk.jobsdb.com/job/76655556
"Assistant Manager, Business Development (Insurance Broker Business)",Shanghai Commercial Bank Ltd,3,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Insurance & Superannuation,,2024-06-28 18:00,74638523,https://hk.jobsdb.com/job/74638523
"Senior Project Executive (Excellent in English, Up to 40K)",Manpower Services (Hong Kong) Limited,3,FALSE,"Admiralty, Central and Western District",Banking & Financial Services,,2024-06-28 18:00,76912255,https://hk.jobsdb.com/job/76912255
Senior IT Officer (Contract),Peoplebank Hong Kong Limited,3,TRUE,"Tung Chung, Islands District",Information & Communication Technology,$25k - $40k p.m. + Neg.,2024-06-26 18:00,76834401,https://hk.jobsdb.com/job/76834401
Contract Project Manager (50077),CLTS HK,2,FALSE,"Tsuen Wan, Tsuen Wan District",Information & Communication Technology,,2024-06-25 18:00,76811624,https://hk.jobsdb.com/job/76811624
